// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 15 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/" /p:OutDir="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0/" /p:OutputPath="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0/" /p:PublishDir="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/publish/" in /home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1
// command took 2.85 sec and exited with 0
// start dotnet  build -c Release --no-restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/" /p:OutDir="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0/" /p:OutputPath="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0/" /p:PublishDir="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/publish/" --output "/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0/" in /home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1
// command took 35.88 sec and exited with 0
// ***** Done, took 00:00:38 (38.88 sec)   *****
// Found 15 benchmarks:
//   FrameworkSetupBenchmarks.RealTransport_CreateDisposeAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1]
//   FrameworkSetupBenchmarks.Control_ConnectDisposeAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1]
//   FrameworkSetupBenchmarks.Control_ConnectAssociateDisposeAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1]
//   FrameworkSetupBenchmarks.RelaySocket_CreateBindClose: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1]
//   FrameworkSetupBenchmarks.SelfTraffic_RegisterRelease: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1]
//   FrameworkSetupBenchmarks.RealTransport_CreateDisposeAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=100]
//   FrameworkSetupBenchmarks.Control_ConnectDisposeAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=100]
//   FrameworkSetupBenchmarks.Control_ConnectAssociateDisposeAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=100]
//   FrameworkSetupBenchmarks.RelaySocket_CreateBindClose: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=100]
//   FrameworkSetupBenchmarks.SelfTraffic_RegisterRelease: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=100]
//   FrameworkSetupBenchmarks.RealTransport_CreateDisposeAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1000]
//   FrameworkSetupBenchmarks.Control_ConnectDisposeAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1000]
//   FrameworkSetupBenchmarks.Control_ConnectAssociateDisposeAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1000]
//   FrameworkSetupBenchmarks.RelaySocket_CreateBindClose: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1000]
//   FrameworkSetupBenchmarks.SelfTraffic_RegisterRelease: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1000]

// **************************
// Benchmark: FrameworkSetupBenchmarks.RealTransport_CreateDisposeAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet WinForward.Benchmarks-ShortRun-1.dll --anonymousPipes 150 151 --benchmarkName "WinForward.Benchmarks.Perf.FrameworkSetupBenchmarks.RealTransport_CreateDisposeAsync(Sessions: 1)" --job ShortRun --benchmarkId 0 in /home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 10.0.12 (10.0.12, 10.0.1226.42308), X64 RyuJIT x86-64-v4
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX512 BITALG+VBMI2+VNNI+VPOPCNTDQ,AVX512 IFMA+VBMI,AVX512 F+BW+CD+DQ+VL,AVX2+BMI1+BMI2+F16C+FMA+LZCNT+MOVBE,AVX,SSE3+SSSE3+SSE4.1+SSE4.2+POPCNT,X86Base+SSE+SSE2,AES+PCLMUL,AvxVnni VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadActual   1: 1024 op, 3868.00 ns, 3.7773 ns/op
OverheadActual   2: 1024 op, 3808.00 ns, 3.7188 ns/op
OverheadActual   3: 1024 op, 3897.00 ns, 3.8057 ns/op
OverheadActual   4: 1024 op, 3858.00 ns, 3.7676 ns/op
OverheadActual   5: 1024 op, 3807.00 ns, 3.7178 ns/op
OverheadActual   6: 1024 op, 3726.00 ns, 3.6387 ns/op
OverheadActual   7: 1024 op, 3777.00 ns, 3.6885 ns/op
OverheadActual   8: 1024 op, 3887.00 ns, 3.7959 ns/op
OverheadActual   9: 1024 op, 3576.00 ns, 3.4922 ns/op
OverheadActual  10: 1024 op, 3817.00 ns, 3.7275 ns/op
OverheadActual  11: 1024 op, 3696.00 ns, 3.6094 ns/op
OverheadActual  12: 1024 op, 3527.00 ns, 3.4443 ns/op
OverheadActual  13: 1024 op, 3516.00 ns, 3.4336 ns/op
OverheadActual  14: 1024 op, 3817.00 ns, 3.7275 ns/op
OverheadActual  15: 1024 op, 3687.00 ns, 3.6006 ns/op

WorkloadWarmup   1: 1024 op, 2138688894.00 ns, 2.0886 ms/op
WorkloadWarmup   2: 1024 op, 2511735828.00 ns, 2.4529 ms/op
WorkloadWarmup   3: 1024 op, 2507219440.00 ns, 2.4485 ms/op

// BeforeActualRun
WorkloadActual   1: 1024 op, 2525756527.00 ns, 2.4666 ms/op
WorkloadActual   2: 1024 op, 2510407793.00 ns, 2.4516 ms/op
WorkloadActual   3: 1024 op, 2531308216.00 ns, 2.4720 ms/op

// AfterActualRun
WorkloadResult   1: 1024 op, 2525752720.00 ns, 2.4666 ms/op
WorkloadResult   2: 1024 op, 2510403986.00 ns, 2.4516 ms/op
WorkloadResult   3: 1024 op, 2531304409.00 ns, 2.4720 ms/op
// GC:  0 0 0 4085704 1024
// Threading:  2056 2 1024

// AfterAll
// Benchmark Process 895754 has exited with code 0.

Mean = 2.463 ms, StdErr = 0.006 ms (0.25%), N = 3, StdDev = 0.011 ms
Min = 2.452 ms, Q1 = 2.459 ms, Median = 2.467 ms, Q3 = 2.469 ms, Max = 2.472 ms
IQR = 0.010 ms, LowerFence = 2.444 ms, UpperFence = 2.485 ms
ConfidenceInterval = [2.270 ms; 2.656 ms] (CI 99.9%), Margin = 0.193 ms (7.83% of Mean)
Skewness = -0.27, Kurtosis = 0.67, MValue = 2

// ** Remained 13 (86.7%) benchmark(s) to run. Estimated finish 2026-09-22 11:57 (0h 2m from now) **
// **************************
// Benchmark: FrameworkSetupBenchmarks.Control_ConnectAssociateDisposeAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet WinForward.Benchmarks-ShortRun-1.dll --anonymousPipes 150 151 --benchmarkName "WinForward.Benchmarks.Perf.FrameworkSetupBenchmarks.Control_ConnectAssociateDisposeAsync(Sessions: 1)" --job ShortRun --benchmarkId 2 in /home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 10.0.12 (10.0.12, 10.0.1226.42308), X64 RyuJIT x86-64-v4
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX512 BITALG+VBMI2+VNNI+VPOPCNTDQ,AVX512 IFMA+VBMI,AVX512 F+BW+CD+DQ+VL,AVX2+BMI1+BMI2+F16C+FMA+LZCNT+MOVBE,AVX,SSE3+SSSE3+SSE4.1+SSE4.2+POPCNT,X86Base+SSE+SSE2,AES+PCLMUL,AvxVnni VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 384345.00 ns, 384.3450 us/op
WorkloadJitting  1: 1 op, 44227845.00 ns, 44.2278 ms/op

WorkloadPilot    1: 2 op, 8115234.00 ns, 4.0576 ms/op
WorkloadPilot    2: 3 op, 10701455.00 ns, 3.5672 ms/op
WorkloadPilot    3: 4 op, 13319775.00 ns, 3.3299 ms/op
WorkloadPilot    4: 5 op, 15715711.00 ns, 3.1431 ms/op
WorkloadPilot    5: 6 op, 19963101.00 ns, 3.3272 ms/op
WorkloadPilot    6: 7 op, 22467781.00 ns, 3.2097 ms/op
WorkloadPilot    7: 8 op, 26873555.00 ns, 3.3592 ms/op
WorkloadPilot    8: 9 op, 30196695.00 ns, 3.3552 ms/op
WorkloadPilot    9: 10 op, 34561576.00 ns, 3.4562 ms/op
WorkloadPilot   10: 11 op, 41211075.00 ns, 3.7465 ms/op
WorkloadPilot   11: 12 op, 42754587.00 ns, 3.5629 ms/op
WorkloadPilot   12: 13 op, 44630881.00 ns, 3.4331 ms/op
WorkloadPilot   13: 14 op, 48246722.00 ns, 3.4462 ms/op
WorkloadPilot   14: 15 op, 52637268.00 ns, 3.5092 ms/op
WorkloadPilot   15: 16 op, 55703562.00 ns, 3.4815 ms/op
WorkloadPilot   16: 32 op, 116337731.00 ns, 3.6356 ms/op
WorkloadPilot   17: 64 op, 292506368.00 ns, 4.5704 ms/op
WorkloadPilot   18: 128 op, 602905489.00 ns, 4.7102 ms/op

WorkloadWarmup   1: 128 op, 582512827.00 ns, 4.5509 ms/op
WorkloadWarmup   2: 128 op, 568632072.00 ns, 4.4424 ms/op
WorkloadWarmup   3: 128 op, 568267272.00 ns, 4.4396 ms/op

// BeforeActualRun
WorkloadActual   1: 128 op, 570970200.00 ns, 4.4607 ms/op
WorkloadActual   2: 128 op, 566581945.00 ns, 4.4264 ms/op
WorkloadActual   3: 128 op, 574255983.00 ns, 4.4864 ms/op

// AfterActualRun
WorkloadResult   1: 128 op, 570970200.00 ns, 4.4607 ms/op
WorkloadResult   2: 128 op, 566581945.00 ns, 4.4264 ms/op
WorkloadResult   3: 128 op, 574255983.00 ns, 4.4864 ms/op
// GC:  0 0 0 637848 128
// Threading:  385 1 128

// AfterAll
// Benchmark Process 895911 has exited with code 0.

Mean = 4.458 ms, StdErr = 0.017 ms (0.39%), N = 3, StdDev = 0.030 ms
Min = 4.426 ms, Q1 = 4.444 ms, Median = 4.461 ms, Q3 = 4.474 ms, Max = 4.486 ms
IQR = 0.030 ms, LowerFence = 4.399 ms, UpperFence = 4.519 ms
ConfidenceInterval = [3.909 ms; 5.007 ms] (CI 99.9%), Margin = 0.549 ms (12.31% of Mean)
Skewness = -0.09, Kurtosis = 0.67, MValue = 2

// ** Remained 12 (80.0%) benchmark(s) to run. Estimated finish 2026-09-22 11:57 (0h 2m from now) **
// **************************
// Benchmark: FrameworkSetupBenchmarks.RelaySocket_CreateBindClose: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet WinForward.Benchmarks-ShortRun-1.dll --anonymousPipes 150 151 --benchmarkName "WinForward.Benchmarks.Perf.FrameworkSetupBenchmarks.RelaySocket_CreateBindClose(Sessions: 1)" --job ShortRun --benchmarkId 3 in /home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 10.0.12 (10.0.12, 10.0.1226.42308), X64 RyuJIT x86-64-v4
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX512 BITALG+VBMI2+VNNI+VPOPCNTDQ,AVX512 IFMA+VBMI,AVX512 F+BW+CD+DQ+VL,AVX2+BMI1+BMI2+F16C+FMA+LZCNT+MOVBE,AVX,SSE3+SSSE3+SSE4.1+SSE4.2+POPCNT,X86Base+SSE+SSE2,AES+PCLMUL,AvxVnni VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 469384.00 ns, 469.3840 us/op
WorkloadJitting  1: 1 op, 5074019.00 ns, 5.0740 ms/op

OverheadJitting  2: 16 op, 463624.00 ns, 28.9765 us/op
WorkloadJitting  2: 16 op, 741730.00 ns, 46.3581 us/op

WorkloadPilot    1: 16 op, 253832.00 ns, 15.8645 us/op
WorkloadPilot    2: 32 op, 453033.00 ns, 14.1573 us/op
WorkloadPilot    3: 64 op, 1083365.00 ns, 16.9276 us/op
WorkloadPilot    4: 128 op, 1912888.00 ns, 14.9444 us/op
WorkloadPilot    5: 256 op, 4203158.00 ns, 16.4186 us/op
WorkloadPilot    6: 512 op, 7371112.00 ns, 14.3967 us/op
WorkloadPilot    7: 1024 op, 16552181.00 ns, 16.1642 us/op
WorkloadPilot    8: 2048 op, 29701772.00 ns, 14.5028 us/op
WorkloadPilot    9: 4096 op, 66561730.00 ns, 16.2504 us/op
WorkloadPilot   10: 8192 op, 121228228.00 ns, 14.7984 us/op
WorkloadPilot   11: 16384 op, 218166822.00 ns, 13.3158 us/op
WorkloadPilot   12: 32768 op, 439038369.00 ns, 13.3984 us/op
WorkloadPilot   13: 65536 op, 851608381.00 ns, 12.9945 us/op

OverheadWarmup   1: 65536 op, 254403.00 ns, 3.8819 ns/op
OverheadWarmup   2: 65536 op, 185305.00 ns, 2.8275 ns/op
OverheadWarmup   3: 65536 op, 185495.00 ns, 2.8304 ns/op
OverheadWarmup   4: 65536 op, 213297.00 ns, 3.2547 ns/op
OverheadWarmup   5: 65536 op, 185345.00 ns, 2.8281 ns/op
OverheadWarmup   6: 65536 op, 358187.00 ns, 5.4655 ns/op
OverheadWarmup   7: 65536 op, 256579.00 ns, 3.9151 ns/op

OverheadActual   1: 65536 op, 184182.00 ns, 2.8104 ns/op
OverheadActual   2: 65536 op, 293336.00 ns, 4.4760 ns/op
OverheadActual   3: 65536 op, 270403.00 ns, 4.1260 ns/op
OverheadActual   4: 65536 op, 183892.00 ns, 2.8060 ns/op
OverheadActual   5: 65536 op, 184122.00 ns, 2.8095 ns/op
OverheadActual   6: 65536 op, 183883.00 ns, 2.8058 ns/op
OverheadActual   7: 65536 op, 210612.00 ns, 3.2137 ns/op
OverheadActual   8: 65536 op, 200744.00 ns, 3.0631 ns/op
OverheadActual   9: 65536 op, 187008.00 ns, 2.8535 ns/op
