// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 15 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/" /p:OutDir="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0/" /p:OutputPath="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0/" /p:PublishDir="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/publish/" in /home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1
// command took 2.89 sec and exited with 0
// start dotnet  build -c Release --no-restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/" /p:OutDir="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0/" /p:OutputPath="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0/" /p:PublishDir="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/publish/" --output "/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0/" in /home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1
// command took 34 sec and exited with 0
// ***** Done, took 00:00:37 (37.04 sec)   *****
// Found 15 benchmarks:
//   FrameworkSetupBenchmarks.RealTransport_CreateDisposeAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1]
//   FrameworkSetupBenchmarks.Control_ConnectDisposeAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1]
//   FrameworkSetupBenchmarks.Control_ConnectAssociateDisposeAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1]
//   FrameworkSetupBenchmarks.RelaySocket_CreateBindClose: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1]
//   FrameworkSetupBenchmarks.SelfTraffic_RegisterRelease: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1]
//   FrameworkSetupBenchmarks.RealTransport_CreateDisposeAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=100]
//   FrameworkSetupBenchmarks.Control_ConnectDisposeAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=100]
//   FrameworkSetupBenchmarks.Control_ConnectAssociateDisposeAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=100]
//   FrameworkSetupBenchmarks.RelaySocket_CreateBindClose: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=100]
//   FrameworkSetupBenchmarks.SelfTraffic_RegisterRelease: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=100]
//   FrameworkSetupBenchmarks.RealTransport_CreateDisposeAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1000]
//   FrameworkSetupBenchmarks.Control_ConnectDisposeAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1000]
//   FrameworkSetupBenchmarks.Control_ConnectAssociateDisposeAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1000]
//   FrameworkSetupBenchmarks.RelaySocket_CreateBindClose: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1000]
//   FrameworkSetupBenchmarks.SelfTraffic_RegisterRelease: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1000]

// **************************
// Benchmark: FrameworkSetupBenchmarks.RealTransport_CreateDisposeAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet WinForward.Benchmarks-ShortRun-1.dll --anonymousPipes 150 151 --benchmarkName "WinForward.Benchmarks.Perf.FrameworkSetupBenchmarks.RealTransport_CreateDisposeAsync(Sessions: 1)" --job ShortRun --benchmarkId 0 in /home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 10.0.12 (10.0.12, 10.0.1226.42308), X64 RyuJIT x86-64-v4
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX512 BITALG+VBMI2+VNNI+VPOPCNTDQ,AVX512 IFMA+VBMI,AVX512 F+BW+CD+DQ+VL,AVX2+BMI1+BMI2+F16C+FMA+LZCNT+MOVBE,AVX,SSE3+SSSE3+SSE4.1+SSE4.2+POPCNT,X86Base+SSE+SSE2,AES+PCLMUL,AvxVnni VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

WorkloadPilot   19: 256 op, 201719271.00 ns, 787.9659 us/op
WorkloadPilot   20: 512 op, 452863159.00 ns, 884.4984 us/op
WorkloadPilot   21: 1024 op, 873897802.00 ns, 853.4158 us/op

WorkloadWarmup   1: 1024 op, 2095427682.00 ns, 2.0463 ms/op
WorkloadWarmup   2: 1024 op, 2395806979.00 ns, 2.3397 ms/op
WorkloadWarmup   3: 1024 op, 2413441010.00 ns, 2.3569 ms/op

// BeforeActualRun
WorkloadActual   1: 1024 op, 2428451087.00 ns, 2.3715 ms/op
WorkloadActual   2: 1024 op, 2419802533.00 ns, 2.3631 ms/op
WorkloadActual   3: 1024 op, 2414688747.00 ns, 2.3581 ms/op

// AfterActualRun
WorkloadResult   1: 1024 op, 2428451087.00 ns, 2.3715 ms/op
WorkloadResult   2: 1024 op, 2419802533.00 ns, 2.3631 ms/op
WorkloadResult   3: 1024 op, 2414688747.00 ns, 2.3581 ms/op
// GC:  4 3 0 79520840 1024
// Threading:  6349 0 1024
// Exceptions:  7

// AfterAll
// Benchmark Process 889851 has exited with code 0.

Mean = 2.364 ms, StdErr = 0.004 ms (0.17%), N = 3, StdDev = 0.007 ms
Min = 2.358 ms, Q1 = 2.361 ms, Median = 2.363 ms, Q3 = 2.367 ms, Max = 2.372 ms
IQR = 0.007 ms, LowerFence = 2.351 ms, UpperFence = 2.377 ms
ConfidenceInterval = [2.240 ms; 2.488 ms] (CI 99.9%), Margin = 0.124 ms (5.24% of Mean)
Skewness = 0.16, Kurtosis = 0.67, MValue = 2

// ** Remained 13 (86.7%) benchmark(s) to run. Estimated finish 2026-09-22 11:50 (0h 2m from now) **
// **************************
// Benchmark: FrameworkSetupBenchmarks.Control_ConnectAssociateDisposeAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet WinForward.Benchmarks-ShortRun-1.dll --anonymousPipes 150 151 --benchmarkName "WinForward.Benchmarks.Perf.FrameworkSetupBenchmarks.Control_ConnectAssociateDisposeAsync(Sessions: 1)" --job ShortRun --benchmarkId 2 in /home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 10.0.12 (10.0.12, 10.0.1226.42308), X64 RyuJIT x86-64-v4
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX512 BITALG+VBMI2+VNNI+VPOPCNTDQ,AVX512 IFMA+VBMI,AVX512 F+BW+CD+DQ+VL,AVX2+BMI1+BMI2+F16C+FMA+LZCNT+MOVBE,AVX,SSE3+SSSE3+SSE4.1+SSE4.2+POPCNT,X86Base+SSE+SSE2,AES+PCLMUL,AvxVnni VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 345011.00 ns, 345.0110 us/op
WorkloadJitting  1: 1 op, 53167535.00 ns, 53.1675 ms/op

WorkloadPilot    1: 2 op, 8356943.00 ns, 4.1785 ms/op
WorkloadPilot    2: 3 op, 10030295.00 ns, 3.3434 ms/op
WorkloadPilot    3: 4 op, 11900211.00 ns, 2.9751 ms/op
WorkloadPilot    4: 5 op, 15383167.00 ns, 3.0766 ms/op
WorkloadPilot    5: 6 op, 20773234.00 ns, 3.4622 ms/op
WorkloadPilot    6: 7 op, 23313761.00 ns, 3.3305 ms/op
WorkloadPilot    7: 8 op, 26452516.00 ns, 3.3066 ms/op
WorkloadPilot    8: 9 op, 30809326.00 ns, 3.4233 ms/op
WorkloadPilot    9: 10 op, 37230896.00 ns, 3.7231 ms/op
WorkloadPilot   10: 11 op, 46836744.00 ns, 4.2579 ms/op
WorkloadPilot   11: 12 op, 48255258.00 ns, 4.0213 ms/op
WorkloadPilot   12: 13 op, 67637029.00 ns, 5.2028 ms/op
WorkloadPilot   13: 14 op, 80221765.00 ns, 5.7301 ms/op
WorkloadPilot   14: 15 op, 73458185.00 ns, 4.8972 ms/op
WorkloadPilot   15: 16 op, 78094397.00 ns, 4.8809 ms/op
WorkloadPilot   16: 32 op, 144385272.00 ns, 4.5120 ms/op
WorkloadPilot   17: 64 op, 285383449.00 ns, 4.4591 ms/op
WorkloadPilot   18: 128 op, 604733566.00 ns, 4.7245 ms/op

WorkloadWarmup   1: 128 op, 604667952.00 ns, 4.7240 ms/op
WorkloadWarmup   2: 128 op, 597279417.00 ns, 4.6662 ms/op
WorkloadWarmup   3: 128 op, 613298504.00 ns, 4.7914 ms/op

// BeforeActualRun
WorkloadActual   1: 128 op, 602362867.00 ns, 4.7060 ms/op
WorkloadActual   2: 128 op, 578149358.00 ns, 4.5168 ms/op
WorkloadActual   3: 128 op, 557951356.00 ns, 4.3590 ms/op

// AfterActualRun
WorkloadResult   1: 128 op, 602362867.00 ns, 4.7060 ms/op
WorkloadResult   2: 128 op, 578149358.00 ns, 4.5168 ms/op
WorkloadResult   3: 128 op, 557951356.00 ns, 4.3590 ms/op
// GC:  0 0 0 10300912 128
// Threading:  1043 0 128
// Exceptions:  3

// AfterAll
// Benchmark Process 890015 has exited with code 0.

Mean = 4.527 ms, StdErr = 0.100 ms (2.22%), N = 3, StdDev = 0.174 ms
Min = 4.359 ms, Q1 = 4.438 ms, Median = 4.517 ms, Q3 = 4.611 ms, Max = 4.706 ms
IQR = 0.173 ms, LowerFence = 4.178 ms, UpperFence = 4.872 ms
ConfidenceInterval = [1.358 ms; 7.697 ms] (CI 99.9%), Margin = 3.169 ms (70.00% of Mean)
Skewness = 0.06, Kurtosis = 0.67, MValue = 2

// ** Remained 12 (80.0%) benchmark(s) to run. Estimated finish 2026-09-22 11:50 (0h 2m from now) **
// **************************
// Benchmark: FrameworkSetupBenchmarks.RelaySocket_CreateBindClose: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet WinForward.Benchmarks-ShortRun-1.dll --anonymousPipes 150 151 --benchmarkName "WinForward.Benchmarks.Perf.FrameworkSetupBenchmarks.RelaySocket_CreateBindClose(Sessions: 1)" --job ShortRun --benchmarkId 3 in /home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 10.0.12 (10.0.12, 10.0.1226.42308), X64 RyuJIT x86-64-v4
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX512 BITALG+VBMI2+VNNI+VPOPCNTDQ,AVX512 IFMA+VBMI,AVX512 F+BW+CD+DQ+VL,AVX2+BMI1+BMI2+F16C+FMA+LZCNT+MOVBE,AVX,SSE3+SSSE3+SSE4.1+SSE4.2+POPCNT,X86Base+SSE+SSE2,AES+PCLMUL,AvxVnni VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 365489.00 ns, 365.4890 us/op
WorkloadJitting  1: 1 op, 4554252.00 ns, 4.5543 ms/op

OverheadJitting  2: 16 op, 361341.00 ns, 22.5838 us/op
WorkloadJitting  2: 16 op, 982024.00 ns, 61.3765 us/op

WorkloadPilot    1: 16 op, 272764.00 ns, 17.0478 us/op
WorkloadPilot    2: 32 op, 454737.00 ns, 14.2105 us/op
WorkloadPilot    3: 64 op, 1117824.00 ns, 17.4660 us/op
WorkloadPilot    4: 128 op, 1864013.00 ns, 14.5626 us/op
WorkloadPilot    5: 256 op, 3906862.00 ns, 15.2612 us/op
WorkloadPilot    6: 512 op, 8324616.00 ns, 16.2590 us/op
WorkloadPilot    7: 1024 op, 15462492.00 ns, 15.1001 us/op
WorkloadPilot    8: 2048 op, 32154821.00 ns, 15.7006 us/op
WorkloadPilot    9: 4096 op, 60714487.00 ns, 14.8229 us/op
WorkloadPilot   10: 8192 op, 127598048.00 ns, 15.5759 us/op
WorkloadPilot   11: 16384 op, 229156979.00 ns, 13.9866 us/op
WorkloadPilot   12: 32768 op, 441937729.00 ns, 13.4869 us/op
WorkloadPilot   13: 65536 op, 867812141.00 ns, 13.2418 us/op

OverheadWarmup   1: 65536 op, 185860.00 ns, 2.8360 ns/op
OverheadWarmup   2: 65536 op, 184988.00 ns, 2.8227 ns/op
OverheadWarmup   3: 65536 op, 183756.00 ns, 2.8039 ns/op
OverheadWarmup   4: 65536 op, 183646.00 ns, 2.8022 ns/op
OverheadWarmup   5: 65536 op, 186962.00 ns, 2.8528 ns/op
OverheadWarmup   6: 65536 op, 186241.00 ns, 2.8418 ns/op
OverheadWarmup   7: 65536 op, 185971.00 ns, 2.8377 ns/op
OverheadWarmup   8: 65536 op, 185951.00 ns, 2.8374 ns/op
OverheadWarmup   9: 65536 op, 187513.00 ns, 2.8612 ns/op
OverheadWarmup  10: 65536 op, 187663.00 ns, 2.8635 ns/op

OverheadActual   1: 65536 op, 264869.00 ns, 4.0416 ns/op
OverheadActual   2: 65536 op, 187042.00 ns, 2.8540 ns/op
OverheadActual   3: 65536 op, 185209.00 ns, 2.8261 ns/op
OverheadActual   4: 65536 op, 184808.00 ns, 2.8199 ns/op
OverheadActual   5: 65536 op, 187483.00 ns, 2.8608 ns/op
OverheadActual   6: 65536 op, 187253.00 ns, 2.8573 ns/op
OverheadActual   7: 65536 op, 186211.00 ns, 2.8414 ns/op
OverheadActual   8: 65536 op, 192032.00 ns, 2.9302 ns/op
OverheadActual   9: 65536 op, 187724.00 ns, 2.8644 ns/op
OverheadActual  10: 65536 op, 233050.00 ns, 3.5561 ns/op
OverheadActual  11: 65536 op, 210928.00 ns, 3.2185 ns/op
OverheadActual  12: 65536 op, 187023.00 ns, 2.8537 ns/op
OverheadActual  13: 65536 op, 186291.00 ns, 2.8426 ns/op
OverheadActual  14: 65536 op, 186402.00 ns, 2.8443 ns/op
OverheadActual  15: 65536 op, 186351.00 ns, 2.8435 ns/op

WorkloadWarmup   1: 65536 op, 877436565.00 ns, 13.3886 us/op
WorkloadWarmup   2: 65536 op, 873884462.00 ns, 13.3344 us/op
