// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/" /p:OutDir="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0/" /p:OutputPath="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0/" /p:PublishDir="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/publish/" in /home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1
// command took 3.02 sec and exited with 0
// start dotnet  build -c Release --no-restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/" /p:OutDir="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0/" /p:OutputPath="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0/" /p:PublishDir="/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/publish/" --output "/home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0/" in /home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1
// command took 32.21 sec and exited with 0
// ***** Done, took 00:00:35 (35.38 sec)   *****
// Found 6 benchmarks:
//   UdpSessionBenchmarks.PopulateSessionsAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1]
//   UdpSessionBenchmarks.PopulateSessionsNoopTransportAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1]
//   UdpSessionBenchmarks.PopulateSessionsAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=100]
//   UdpSessionBenchmarks.PopulateSessionsNoopTransportAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=100]
//   UdpSessionBenchmarks.PopulateSessionsAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1000]
//   UdpSessionBenchmarks.PopulateSessionsNoopTransportAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1000]

// **************************
// Benchmark: UdpSessionBenchmarks.PopulateSessionsAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet WinForward.Benchmarks-ShortRun-1.dll --anonymousPipes 141 142 --benchmarkName "WinForward.Benchmarks.Perf.UdpSessionBenchmarks.PopulateSessionsAsync(Sessions: 1)" --job ShortRun --benchmarkId 0 in /home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 10.0.12 (10.0.12, 10.0.1226.42308), X64 RyuJIT x86-64-v4
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX512 BITALG+VBMI2+VNNI+VPOPCNTDQ,AVX512 IFMA+VBMI,AVX512 F+BW+CD+DQ+VL,AVX2+BMI1+BMI2+F16C+FMA+LZCNT+MOVBE,AVX,SSE3+SSSE3+SSE4.1+SSE4.2+POPCNT,X86Base+SSE+SSE2,AES+PCLMUL,AvxVnni VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

WorkloadPilot    8: 9 op, 394064856.00 ns, 43.7850 ms/op
WorkloadPilot    9: 10 op, 441650165.00 ns, 44.1650 ms/op
WorkloadPilot   10: 11 op, 494045363.00 ns, 44.9132 ms/op
WorkloadPilot   11: 12 op, 536598169.00 ns, 44.7165 ms/op

WorkloadWarmup   1: 12 op, 527268018.00 ns, 43.9390 ms/op
WorkloadWarmup   2: 12 op, 530631859.00 ns, 44.2193 ms/op
WorkloadWarmup   3: 12 op, 524848004.00 ns, 43.7373 ms/op

// BeforeActualRun
WorkloadActual   1: 12 op, 521101619.00 ns, 43.4251 ms/op
WorkloadActual   2: 12 op, 531820726.00 ns, 44.3184 ms/op
WorkloadActual   3: 12 op, 521639207.00 ns, 43.4699 ms/op

// AfterActualRun
WorkloadResult   1: 12 op, 521101619.00 ns, 43.4251 ms/op
WorkloadResult   2: 12 op, 531820726.00 ns, 44.3184 ms/op
WorkloadResult   3: 12 op, 521639207.00 ns, 43.4699 ms/op
// GC:  0 0 0 939896 12
// Threading:  23 766 12
// Exceptions:  130

// AfterAll
// Benchmark Process 185527 has exited with code 0.

Mean = 43.738 ms, StdErr = 0.291 ms (0.66%), N = 3, StdDev = 0.503 ms
Min = 43.425 ms, Q1 = 43.448 ms, Median = 43.470 ms, Q3 = 43.894 ms, Max = 44.318 ms
IQR = 0.447 ms, LowerFence = 42.778 ms, UpperFence = 44.564 ms
ConfidenceInterval = [34.556 ms; 52.920 ms] (CI 99.9%), Margin = 9.182 ms (20.99% of Mean)
Skewness = 0.38, Kurtosis = 0.67, MValue = 2

// ** Remained 4 (66.7%) benchmark(s) to run. Estimated finish 2026-09-22 0:06 (0h 0m from now) **
// **************************
// Benchmark: UdpSessionBenchmarks.PopulateSessionsAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet WinForward.Benchmarks-ShortRun-1.dll --anonymousPipes 141 142 --benchmarkName "WinForward.Benchmarks.Perf.UdpSessionBenchmarks.PopulateSessionsAsync(Sessions: 100)" --job ShortRun --benchmarkId 2 in /home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 10.0.12 (10.0.12, 10.0.1226.42308), X64 RyuJIT x86-64-v4
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX512 BITALG+VBMI2+VNNI+VPOPCNTDQ,AVX512 IFMA+VBMI,AVX512 F+BW+CD+DQ+VL,AVX2+BMI1+BMI2+F16C+FMA+LZCNT+MOVBE,AVX,SSE3+SSSE3+SSE4.1+SSE4.2+POPCNT,X86Base+SSE+SSE2,AES+PCLMUL,AvxVnni VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 464435.00 ns, 464.4350 us/op
WorkloadJitting  1: 1 op, 234164651.00 ns, 234.1647 ms/op

WorkloadPilot    1: 2 op, 171153720.00 ns, 85.5769 ms/op
WorkloadPilot    2: 3 op, 240923217.00 ns, 80.3077 ms/op
WorkloadPilot    3: 4 op, 324462212.00 ns, 81.1156 ms/op
WorkloadPilot    4: 5 op, 418883614.00 ns, 83.7767 ms/op
WorkloadPilot    5: 6 op, 483541513.00 ns, 80.5903 ms/op
WorkloadPilot    6: 7 op, 550755590.00 ns, 78.6794 ms/op

WorkloadWarmup   1: 7 op, 546887110.00 ns, 78.1267 ms/op
WorkloadWarmup   2: 7 op, 534680978.00 ns, 76.3830 ms/op
WorkloadWarmup   3: 7 op, 522573351.00 ns, 74.6533 ms/op

// BeforeActualRun
WorkloadActual   1: 7 op, 519148742.00 ns, 74.1641 ms/op
WorkloadActual   2: 7 op, 530737095.00 ns, 75.8196 ms/op
WorkloadActual   3: 7 op, 553402898.00 ns, 79.0576 ms/op

// AfterActualRun
WorkloadResult   1: 7 op, 519148742.00 ns, 74.1641 ms/op
WorkloadResult   2: 7 op, 530737095.00 ns, 75.8196 ms/op
WorkloadResult   3: 7 op, 553402898.00 ns, 79.0576 ms/op
// GC:  5 4 1 65092144 7
// Threading:  7237 674 7
// Exceptions:  628

// AfterAll
// Benchmark Process 195970 has exited with code 0.

Mean = 76.347 ms, StdErr = 1.437 ms (1.88%), N = 3, StdDev = 2.489 ms
Min = 74.164 ms, Q1 = 74.992 ms, Median = 75.820 ms, Q3 = 77.439 ms, Max = 79.058 ms
IQR = 2.447 ms, LowerFence = 71.322 ms, UpperFence = 81.109 ms
ConfidenceInterval = [30.938 ms; 121.756 ms] (CI 99.9%), Margin = 45.409 ms (59.48% of Mean)
Skewness = 0.2, Kurtosis = 0.67, MValue = 2

// ** Remained 3 (50.0%) benchmark(s) to run. Estimated finish 2026-09-22 0:06 (0h 0m from now) **
// **************************
// Benchmark: UdpSessionBenchmarks.PopulateSessionsNoopTransportAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet WinForward.Benchmarks-ShortRun-1.dll --anonymousPipes 141 142 --benchmarkName "WinForward.Benchmarks.Perf.UdpSessionBenchmarks.PopulateSessionsNoopTransportAsync(Sessions: 100)" --job ShortRun --benchmarkId 3 in /home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 10.0.12 (10.0.12, 10.0.1226.42308), X64 RyuJIT x86-64-v4
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX512 BITALG+VBMI2+VNNI+VPOPCNTDQ,AVX512 IFMA+VBMI,AVX512 F+BW+CD+DQ+VL,AVX2+BMI1+BMI2+F16C+FMA+LZCNT+MOVBE,AVX,SSE3+SSSE3+SSE4.1+SSE4.2+POPCNT,X86Base+SSE+SSE2,AES+PCLMUL,AvxVnni VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 386168.00 ns, 386.1680 us/op
WorkloadJitting  1: 1 op, 126394974.00 ns, 126.3950 ms/op

WorkloadPilot    1: 2 op, 110150933.00 ns, 55.0755 ms/op
WorkloadPilot    2: 3 op, 170620946.00 ns, 56.8736 ms/op
WorkloadPilot    3: 4 op, 220742336.00 ns, 55.1856 ms/op
WorkloadPilot    4: 5 op, 274533641.00 ns, 54.9067 ms/op
WorkloadPilot    5: 6 op, 317511627.00 ns, 52.9186 ms/op
WorkloadPilot    6: 7 op, 360967063.00 ns, 51.5667 ms/op
WorkloadPilot    7: 8 op, 410303956.00 ns, 51.2880 ms/op
WorkloadPilot    8: 9 op, 451173892.00 ns, 50.1304 ms/op
WorkloadPilot    9: 10 op, 494422702.00 ns, 49.4423 ms/op
WorkloadPilot   10: 11 op, 549256313.00 ns, 49.9324 ms/op

WorkloadWarmup   1: 11 op, 554264882.00 ns, 50.3877 ms/op
WorkloadWarmup   2: 11 op, 542842773.00 ns, 49.3493 ms/op
WorkloadWarmup   3: 11 op, 544319609.00 ns, 49.4836 ms/op

// BeforeActualRun
WorkloadActual   1: 11 op, 548785676.00 ns, 49.8896 ms/op
WorkloadActual   2: 11 op, 543278508.00 ns, 49.3890 ms/op
WorkloadActual   3: 11 op, 545983096.00 ns, 49.6348 ms/op

// AfterActualRun
WorkloadResult   1: 11 op, 548785676.00 ns, 49.8896 ms/op
WorkloadResult   2: 11 op, 543278508.00 ns, 49.3890 ms/op
WorkloadResult   3: 11 op, 545983096.00 ns, 49.6348 ms/op
// GC:  0 0 0 7129744 11
// Threading:  2067 1318 11
// Exceptions:  328

// AfterAll
// Benchmark Process 200993 has exited with code 0.

Mean = 49.638 ms, StdErr = 0.145 ms (0.29%), N = 3, StdDev = 0.250 ms
Min = 49.389 ms, Q1 = 49.512 ms, Median = 49.635 ms, Q3 = 49.762 ms, Max = 49.890 ms
IQR = 0.250 ms, LowerFence = 49.136 ms, UpperFence = 50.138 ms
ConfidenceInterval = [45.071 ms; 54.205 ms] (CI 99.9%), Margin = 4.567 ms (9.20% of Mean)
Skewness = 0.01, Kurtosis = 0.67, MValue = 2

// ** Remained 2 (33.3%) benchmark(s) to run. Estimated finish 2026-09-22 0:06 (0h 0m from now) **
// **************************
// Benchmark: UdpSessionBenchmarks.PopulateSessionsAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet WinForward.Benchmarks-ShortRun-1.dll --anonymousPipes 141 142 --benchmarkName "WinForward.Benchmarks.Perf.UdpSessionBenchmarks.PopulateSessionsAsync(Sessions: 1000)" --job ShortRun --benchmarkId 4 in /home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 10.0.12 (10.0.12, 10.0.1226.42308), X64 RyuJIT x86-64-v4
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX512 BITALG+VBMI2+VNNI+VPOPCNTDQ,AVX512 IFMA+VBMI,AVX512 F+BW+CD+DQ+VL,AVX2+BMI1+BMI2+F16C+FMA+LZCNT+MOVBE,AVX,SSE3+SSSE3+SSE4.1+SSE4.2+POPCNT,X86Base+SSE+SSE2,AES+PCLMUL,AvxVnni VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 287301.00 ns, 287.3010 us/op
WorkloadJitting  1: 1 op, 748002989.00 ns, 748.0030 ms/op

OverheadJitting  2: 1 op, 861.00 ns, 861.0000 ns/op
WorkloadJitting  2: 1 op, 553791749.00 ns, 553.7917 ms/op

WorkloadWarmup   1: 1 op, 530560602.00 ns, 530.5606 ms/op
WorkloadWarmup   2: 1 op, 549237697.00 ns, 549.2377 ms/op
WorkloadWarmup   3: 1 op, 530317753.00 ns, 530.3178 ms/op

// BeforeActualRun
WorkloadActual   1: 1 op, 513543713.00 ns, 513.5437 ms/op
WorkloadActual   2: 1 op, 667644458.00 ns, 667.6445 ms/op
WorkloadActual   3: 1 op, 691620208.00 ns, 691.6202 ms/op

// AfterActualRun
WorkloadResult   1: 1 op, 513543713.00 ns, 513.5437 ms/op
WorkloadResult   2: 1 op, 667644458.00 ns, 667.6445 ms/op
WorkloadResult   3: 1 op, 691620208.00 ns, 691.6202 ms/op
// GC:  6 5 1 92336328 1
// Threading:  11373 125 1
// Exceptions:  5128

// AfterAll
// Benchmark Process 210218 has exited with code 0.

Mean = 624.269 ms, StdErr = 55.794 ms (8.94%), N = 3, StdDev = 96.638 ms
Min = 513.544 ms, Q1 = 590.594 ms, Median = 667.644 ms, Q3 = 679.632 ms, Max = 691.620 ms
IQR = 89.038 ms, LowerFence = 457.037 ms, UpperFence = 813.190 ms
ConfidenceInterval = [-1,138.763 ms; 2,387.302 ms] (CI 99.9%), Margin = 1,763.032 ms (282.42% of Mean)
Skewness = -0.36, Kurtosis = 0.67, MValue = 2

// ** Remained 1 (16.7%) benchmark(s) to run. Estimated finish 2026-09-22 0:06 (0h 0m from now) **
// **************************
// Benchmark: UdpSessionBenchmarks.PopulateSessionsNoopTransportAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Sessions=1000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet WinForward.Benchmarks-ShortRun-1.dll --anonymousPipes 141 142 --benchmarkName "WinForward.Benchmarks.Perf.UdpSessionBenchmarks.PopulateSessionsNoopTransportAsync(Sessions: 1000)" --job ShortRun --benchmarkId 5 in /home/paff/Projects/WinForward/benchmarks/WinForward.Benchmarks/bin/Release/net10.0/WinForward.Benchmarks-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 10.0.12 (10.0.12, 10.0.1226.42308), X64 RyuJIT x86-64-v4
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX512 BITALG+VBMI2+VNNI+VPOPCNTDQ,AVX512 IFMA+VBMI,AVX512 F+BW+CD+DQ+VL,AVX2+BMI1+BMI2+F16C+FMA+LZCNT+MOVBE,AVX,SSE3+SSSE3+SSE4.1+SSE4.2+POPCNT,X86Base+SSE+SSE2,AES+PCLMUL,AvxVnni VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 254870.00 ns, 254.8700 us/op
WorkloadJitting  1: 1 op, 149078339.00 ns, 149.0783 ms/op

WorkloadPilot    1: 2 op, 173896949.00 ns, 86.9485 ms/op
WorkloadPilot    2: 3 op, 274036005.00 ns, 91.3453 ms/op
WorkloadPilot    3: 4 op, 339507572.00 ns, 84.8769 ms/op
WorkloadPilot    4: 5 op, 445151838.00 ns, 89.0304 ms/op
WorkloadPilot    5: 6 op, 493178766.00 ns, 82.1965 ms/op
WorkloadPilot    6: 7 op, 514907120.00 ns, 73.5582 ms/op

WorkloadWarmup   1: 7 op, 519103881.00 ns, 74.1577 ms/op
WorkloadWarmup   2: 7 op, 480031842.00 ns, 68.5760 ms/op
WorkloadWarmup   3: 7 op, 506209712.00 ns, 72.3157 ms/op

// BeforeActualRun
WorkloadActual   1: 7 op, 514577080.00 ns, 73.5110 ms/op
WorkloadActual   2: 7 op, 510097613.00 ns, 72.8711 ms/op
WorkloadActual   3: 7 op, 515113245.00 ns, 73.5876 ms/op

// AfterActualRun
WorkloadResult   1: 7 op, 514577080.00 ns, 73.5110 ms/op
WorkloadResult   2: 7 op, 510097613.00 ns, 72.8711 ms/op
WorkloadResult   3: 7 op, 515113245.00 ns, 73.5876 ms/op
// GC:  3 2 1 40669360 7
// Threading:  13962 2346 7
// Exceptions:  2128

// AfterAll
// Benchmark Process 210906 has exited with code 0.

Mean = 73.323 ms, StdErr = 0.227 ms (0.31%), N = 3, StdDev = 0.393 ms
